WRB_PHASES,WRB4,WRB2,FAO90,ROOT_DEPTH,PHASE1,PHASE2,ROOTS,IL,SWR,DRAINAGE,AWC,ADD_PROP,LAYER,TOPDEP,BOTDEP,COARSE,SAND,SILT,CLAY,TEXTURE_USDA,TEXTURE_SOTER,BULK,REF_BULK,ORG_CARBON,PH_WATER,TOTAL_N,CN_RATIO,CEC_SOIL,CEC_CLAY,CEC_EFF,TEB,BSAT,ALUM_SAT,ESP,TCARBON_EQ,GYPSUM,ELEC_COND
ANvi,ANvi,AN,ANz,,,,1.0,1.0,4.0,MW,,2.0,D6,100,150,36,59,33,8,11.0,M,1.38,1.41,0.16599999,6.3000002,0.34999999,5,11,129,9,8,72,0,3,0.0,0.0,1
HScr,CRhi,CR,HSi,,,,5.0,1.0,4.0,VP,,0.0,D6,100,150,58,67,26,7,11.0,C,0.43000001,1.37,29.444,5.6999998,12.21,17,64,57,43,47,53,4,2,0.0,0.0,1
CMca,CMca,CM,CMc,,0.0,0.0,,,0.0,MW,,0.0,D7,150,200,3,36,42,22,9.0,M,1.54,1.74,0.205,8.3000002,0.34,6,14,68,51,51,100,0,15,16.700001,4.5,4
ARca,ARca,AR,ARc,,,,,,,SE,,,D6,100,150,18,86,6,8,12.0,C,1.54,1.4299999,0.12,8.5,0.20999999,7,4,52,24,24,99,0,6,5.3000002,0.2,0
GLeu,GLeu,GL,GLe,,,,1.0,1.0,1.0,VP,,0.0,D2,20,40,7,22,45,33,5.0,M,1.29,1.87,0.90900004,6.5999999,1.0599999,9,17,48,21,19,88,0,4,0.0,0.1,1
CLsk,CLha,CL,CLh,,3.0,0.0,,,0.0,MW,,0.0,D7,150,200,20,53,30,17,11.0,M,1.54,1.66,0.15099999,8.3999996,0.27000001,6,11,57,51,50,100,0,32,20.299999,3.5999999,2
CRha,CRha,CR,RGi,,,,4.0,4.0,2.0,MW,,0.0,D2,20,40,25,32,54,14,7.0,M,1.3,1.58,2.0599999,6.5,1.46,18,17,65,32,27,72,0,1,0.0,2.9000001,1
CMcr,,CM,CMx,,0.0,0.0,,,0.0,MW,,0.0,D2,20,40,13,30,29,41,3.0,F,1.34,1.95,1.198,6.1999998,0.94999999,10,19,38,22,20,83,0,1,0.0,1.3,0
LVha,LVha,LV,LVh,,,,2.0,3.0,3.0,MW,,0.0,D3,40,60,15,32,41,27,9.0,M,1.63,1.8099999,0.35600001,6.0999999,0.56,7,15,53,16,14,80,0,1,0.0,0.1,1
GYcc,GYcc,GY,GYk,,,,,,,MW,,0.0,D6,100,150,26,50,34,16,9.0,M,1.42,1.64,0.117,8.0,0.2,9,8,48,147,147,100,0,37,12.0,39.5,4
CMeu,CMeu,CM,CMe,,,,3.0,3.0,1.0,MW,,0.0,D7,150,200,21,39,39,22,9.0,M,1.62,1.74,0.252,6.9000001,0.47,6,14,53,21,21,97,0,4,3.7,3.7,1
VRcc,VRcc,VR,VRk,,0.0,0.0,,,0.0,P,,3.0,D2,20,40,3,15,32,53,3.0,F,1.84,2.02,0.90600002,7.8000002,0.89999998,10,40,69,56,56,100,0,3,13.6,0.60000002,1
GLdy,GLdy,GL,GLd,,,,3.0,3.0,1.0,VP,,0.0,D7,150,200,16,33,35,32,5.0,M,1.75,1.86,0.255,5.9000001,0.62,8,13,28,6,6,54,14,2,0.0,0.0,0
LP,LP,LP,LP,,,,,,,I,,0.0,D2,20,40,32,46,35,19,9.0,M,1.34,1.7,1.2739999,7.1999998,1.61,10,19,70,21,15,63,0,2,16.299999,0.5,2
LVab,LVab,LV,LVa,,,,,,,MW,,0.0,D5,80,100,14,42,34,24,9.0,M,1.62,1.77,0.24000001,6.5999999,0.41,9,15,62,19,20,95,0,2,0.0,0.30000001,1
PHha,PHha,PH,PHh,,,,,,,MW,,0.0,D3,40,60,43,44,25,31,5.0,M,1.45,1.86,1.221,6.8000002,0.85000002,11,23,79,17,32,91,0,1,3.9000001,0.1,0
RTglkk,RTgl,RT,PDg,1.0,1.0,,1.0,1.0,4.0,P,187.0,0.0,D1,0,20,1,33,50,17,7.0,M,1.48,1.65,2.2719998,5.0999999,2.5999999,11,16,44,12,12,72,14,2,0.0,0.0,0
PHha,PHha,PH,PHh,,,,4.0,4.0,,MW,,0.0,D4,60,80,4,32,43,25,9.0,M,1.5,1.78,0.60699999,6.8000002,0.70999998,8,18,67,23,22,96,0,1,0.0,0.1,0
GLeu,GLeu,GL,GLe,1.0,0.0,0.0,,,0.0,VP,163.0,0.0,D1,0,20,13,35,32,33,5.0,M,1.33,1.88,1.2689999,5.9000001,1.2,11,18,44,15,13,76,20,3,0.0,0.0,1
PHgl,PHgl,PH,PHg,,,,1.0,1.0,2.0,P,,0.0,D5,80,100,18,37,34,29,5.0,M,1.4400001,1.83,0.43800002,7.4000001,0.75,9,22,68,21,20,95,0,2,8.0,0.1,0
HSfi,HSfi,HS,HSf,,,,,,,VP,,3.0,D7,150,200,21,57,28,15,11.0,M,0.20999999,1.63,36.980999,4.5,11.53,27,48,65,43,28,98,1,39,0.0,0.0,0
ANdy ,ANdy ,AN,AN,1.0,,,,,,MW,145.0,0.0,D1,0,20,14,41,43,16,9.0,M,0.85000002,1.64,7.5320001,5.5999999,4.4200001,16,36,92,14,11,39,31,1,0.0,0.0,0
HScr,CRhi,CR,HSi,,,,5.0,1.0,2.0,VP,,0.0,D3,40,60,24,38,48,14,9.0,M,0.18000001,1.59,43.306999,4.8000002,12.72,22,54,42,11,21,30,2,1,0.0,0.0,2
PHha,PHha,PH,PHh,1.0,,,1.0,1.0,1.0,MW,181.0,0.0,D1,0,20,5,28,46,26,9.0,M,1.48,1.79,2.0599999,6.1999998,1.9400001,11,22,59,22,22,91,0,1,0.0,0.0,0
LPum,LPum,LP,LPu,3.0,,,,,,I,37.0,0.0,D1,0,20,12,48,29,23,9.0,M,0.93000001,1.76,5.198,4.9000001,4.9000001,14,18,44,5,3,29,14,1,0.0,0.30000001,1
GLum,GLum,GL,GLu,,,,,,1.0,P,,0.0,D7,150,200,2,60,21,19,11.0,M,1.59,1.71,0.463,5.1999998,0.54000002,11,8,22,7,6,58,13,2,0.0,0.0,0
SCmo,SCmo,SC,SCm,1.0,16.0,,,,,MW,74.0,0.0,D1,0,20,16,59,25,16,11.0,M,1.42,1.65,0.60699999,8.5,0.43000001,12,7,43,65,64,100,0,18,15.3,6.8000002,14
CHsk,CHha,CH,CHh,1.0,25.0,,1.0,1.0,1.0,MW,139.0,0.0,D1,0,20,15,33,44,23,9.0,M,1.29,1.75,3.2279999,6.5999999,2.6300001,12,26,65,26,26,93,0,1,0.0,0.80000001,1
HSfi,HSfi,HS,HSf,,,,3.0,1.0,4.0,VP,,0.0,D7,150,200,22,69,21,10,11.0,C,0.23,1.5,37.035,4.5,11.53,27,48,65,44,28,78,1,1,0.0,0.0,0
ACkk,ACha,AC,ACh,,18.0,0.0,,,0.0,MW,,0.0,D2,20,40,12,26,48,26,9.0,M,1.59,1.79,0.537,4.8000002,0.66000003,8,8,23,5,4,38,39,1,0.0,0.0,0
CMcr,,CM,CMx,1.0,0.0,0.0,,,0.0,MW,159.0,0.0,D1,0,20,5,44,27,29,5.0,M,1.35,1.84,1.181,6.5,1.34,11,17,42,14,15,80,0,2,0.0,1.6,1
FLca,FLca,FL,FLc,,,,,,,MW,,0.0,D7,150,200,19,34,41,25,9.0,M,1.52,1.78,0.287,8.1999998,0.50999999,9,15,63,50,50,100,0,16,14.3,1.8,3
RTeu,RTeu,RT,PDe,,,,4.0,1.0,2.0,MW,,0.0,D2,20,40,3,43,41,16,9.0,M,1.5700001,1.64,0.50100005,5.8000002,0.47999999,10,9,50,10,9,78,6,1,0.0,0.0,0
GLeu,GLeu,GL,GLe,,,,,,3.0,VP,,0.0,D3,40,60,5,37,34,29,5.0,M,1.55,1.83,0.509,6.8000002,0.76999998,8,11,38,17,16,85,0,1,0.0,0.1,0
LVha,LVha,LV,LVh,,,,,,,MW,,0.0,D4,60,80,17,41,24,35,5.0,F,1.47,1.9,0.396,6.4000001,0.5,10,17,44,18,18,86,0,3,0.0,0.1,1
SCgl,SCgl,SC,SCg,,,,,,,P,,,D3,40,60,40,45,28,27,9.0,M,1.39,1.8200001,0.44899997,8.3999996,0.54000002,10,15,41,72,72,100,0,63,18.5,18.700001,18
LVgl,LVgl,LV,LVg,,,,3.0,3.0,4.0,P,,0.0,D4,60,80,3,20,47,33,4.0,M,1.6900001,1.86,0.30199999,6.1999998,0.52999997,6,20,58,22,20,83,0,3,0.0,0.1,2
RGskca,RGca,RG,RGc,,3.0,19.0,,,0.0,MW,,0.0,D2,20,40,12,53,31,16,11.0,M,1.41,1.64,0.41999999,8.3000002,0.49000001,8,13,81,39,38,100,0,5,11.2,1.8,2
CMkkca,,CM,CMc,,1.0,0.0,,,0.0,MW,,0.0,D3,40,60,7,40,38,22,9.0,M,1.47,1.74,0.42600003,8.3000002,0.47,8,16,69,48,47,100,0,12,11.6,2.0,1
CLkkqs,CLha,CL,CLh,,19.0,11.0,,,0.0,MW,,0.0,D3,40,60,16,36,32,32,5.0,M,1.48,1.87,0.34900001,8.3000002,0.63,9,20,54,43,43,100,0,2,27.799999,1.2,3
VRccqs,VRcc,VR,VRk,,11.0,0.0,,,0.0,P,,3.0,D7,150,200,1,14,38,48,3.0,F,1.86,1.99,0.19,8.1000004,0.34999999,6,31,63,67,67,100,0,17,20.9,1.0,3
STlv,STlv,ST,LVj,,,,,,,P,,3.0,D5,80,100,6,33,36,31,5.0,M,1.7,1.85,0.222,6.8000002,0.44,6,15,49,24,23,90,0,2,15.9,0.1,1
ACha,ACha,AC,ACh,,,,2.0,1.0,,MW,,0.0,D2,20,40,12,26,48,26,9.0,M,1.59,1.79,0.537,4.8000002,0.66000003,8,8,23,5,4,38,39,1,0.0,0.0,0
SCha,SCha,SC,SCh,,,,3.0,3.0,3.0,MW,,0.0,D2,20,40,1,37,37,26,9.0,M,1.48,1.8,0.53200001,8.1999998,0.66000003,9,13,50,15,15,99,0,42,9.0,1.6,16
PZal,PZal,PZ,PZh,,,,1.0,2.0,3.0,SE,,0.0,D7,150,200,29,80,13,7,12.0,C,1.83,1.38,0.391,5.1999998,0.17,23,5,55,4,4,67,10,2,0.0,0.0,0
PZrs,PZrs,PZ,PZf,,,,3.0,3.0,1.0,MW,,0.0,D5,80,100,34,72,23,5,11.0,C,1.6799999,1.26,0.30699998,5.3000002,0.41999999,16,6,57,4,3,42,18,2,0.0,0.0,0
CLlv,CLlv,CL,CLl,,,,1.0,1.0,1.0,MW,,0.0,D4,60,80,15,47,30,23,9.0,M,1.55,1.76,0.28,8.3999996,0.43000001,7,14,56,50,50,100,0,5,11.8,2.8,1
AR,AR,AR,ARh,,,,3.0,1.0,2.0,SE,,0.0,D5,80,100,13,87,8,5,12.0,C,1.62,1.28,0.11799999,5.9000001,0.18000001,7,3,54,3,3,77,6,3,0.0,1.3,0
PZrs,PZrs,PZ,PZf,,,,2.0,3.0,,MW,,0.0,D3,40,60,53,72,21,7,11.0,C,1.38,1.38,0.66900003,5.5,0.69999999,21,8,76,4,1,18,64,1,0.0,0.0,0
CMeu,CMeu,CM,CMe,,,,0.0,0.0,0.0,MW,,0.0,D6,100,150,29,51,35,14,9.0,M,1.64,1.6,0.211,6.9000001,0.41,7,10,70,13,10,91,0,2,7.4000001,2.5999999,1
CMdy,CMdy,CM,CMd,,,,5.0,2.0,1.0,MW,,0.0,D2,20,40,20,47,43,10,9.0,M,1.3099999,1.48,1.028,5.1999998,0.82999998,13,9,58,5,3,36,44,1,0.0,1.3,1
CMgl,CMgl,CM,CMg,1.0,,,1.0,1.0,3.0,P,160.0,0.0,D1,0,20,9,33,47,20,9.0,M,1.26,1.7,2.925,5.9000001,3.21,12,22,41,16,14,67,24,1,0.0,1.6,1
GLeu,GLeu,GL,GLe,,,,2.0,1.0,3.0,VP,,0.0,D2,20,40,7,22,45,33,5.0,M,1.29,1.87,0.90900004,6.5999999,1.0599999,9,17,48,21,19,88,0,4,0.0,0.1,1
SN,SN,SN,SN,,,,,,,MW,,0.0,D4,60,80,5,45,22,33,5.0,M,1.66,1.88,0.22400001,8.0,0.33000001,10,19,51,19,19,93,0,38,0.2,0.1,6
SNmo,SNmo,SN,SNm,1.0,,,,,,MW,160.0,3.0,D1,0,20,2,61,21,18,11.0,M,1.47,1.6900001,1.442,7.0999999,1.0599999,12,15,53,27,26,93,0,13,1.7,0.30000001,1
RGdy,RGdy,RG,RGd,,,,3.0,1.0,,MW,,0.0,D3,40,60,16,60,23,17,11.0,M,1.65,1.67,0.41500002,5.8000002,0.41,9,11,39,12,10,68,33,7,0.0,3.0,1
CLha,CLha,CL,CLh,,,,,,,MW,,0.0,D4,60,80,19,44,34,22,9.0,M,1.49,1.75,0.31,8.3999996,0.44,8,13,55,48,48,100,0,12,26.4,1.1,2
ARqg,ARqg,AR,ARl,,,,1.0,1.0,4.0,MW,,0.0,D6,100,150,9,87,5,8,12.0,C,1.49,1.4299999,0.105,6.1999998,0.1,8,3,33,4,3,85,0,5,0.0,0.0,0
CMvr,CMvr,CM,CMv,,,,,,,MW,,0.0,D6,100,150,6,23,28,49,3.0,F,1.46,2.0,0.221,8.1999998,0.63,9,32,63,33,32,95,0,13,7.8000002,2.4000001,1
GLdy,GLdy,GL,GLd,,,,3.0,3.0,4.0,VP,,0.0,D4,60,80,11,23,42,35,5.0,F,1.3099999,1.89,0.189,5.1999998,0.57999998,7,14,39,8,5,47,43,1,0.0,0.0,0
ACfr,ACfr,AC,ACf,,,,,,,MW,,0.0,D2,20,40,4,44,23,33,5.0,M,1.53,1.88,0.48800001,5.1999998,0.50999999,12,6,15,4,2,44,26,2,0.0,0.0,0
SC,SC,SC,SC,,,,,,,MW,,,D7,150,200,28,42,35,23,9.0,M,1.5,1.76,0.167,8.3000002,0.20999999,11,10,58,75,74,100,0,59,16.299999,20.4,16
CMdy,CMdy,CM,CMd,,,,5.0,4.0,3.0,MW,,0.0,D5,80,100,27,57,34,9,11.0,M,1.65,1.45,0.23199999,5.5999999,0.36000001,11,6,50,4,4,57,32,2,0.0,2.5,0
FLdy,FLdy,FL,FLd,,,,,,0.0,MW,,0.0,D7,150,200,41,63,30,7,11.0,M,1.38,1.37,0.375,5.8000002,0.46000001,12,4,69,4,4,77,39,3,0.0,1.3,0
CMeu,CMeu,CM,CMe,,,,,,1.0,MW,,0.0,D6,100,150,21,44,36,20,9.0,M,1.59,1.71,0.255,6.9000001,0.47,6,13,55,19,18,93,0,3,6.3000002,2.5999999,1
LVha,LVha,LV,LVh,,,,2.0,1.0,,MW,,0.0,D2,20,40,11,36,39,25,9.0,M,1.6,1.78,0.63099998,6.0,0.68000001,10,14,48,11,10,74,24,2,0.0,0.1,1
CMeu,CMeu,CM,CMe,,,,1.0,2.0,1.0,MW,,0.0,D4,60,80,22,42,36,22,9.0,M,1.5700001,1.74,0.37599999,6.8000002,0.61000001,7,14,61,18,17,84,0,3,0.0,1.3,1
ANvi,ANvi,AN,ANz,,,,,,,MW,,0.0,D6,100,150,28,71,21,8,11.0,C,1.11,1.42,0.68000001,6.1999998,2.01,14,21,101,11,11,50,0,3,0.0,0.0,1
GLeu,GLeu,GL,GLe,,,,1.0,1.0,4.0,P,,0.0,D2,20,40,6,40,34,26,9.0,M,1.51,1.8,1.151,6.5999999,1.36,9,12,46,17,16,84,0,1,0.0,0.1,1
ACgl,ACgl,AC,ACg,,,,,,,P,,0.0,D5,80,100,5,45,19,36,8.0,F,1.6799999,1.91,0.211,4.8000002,0.27000001,5,9,27,9,2,30,58,2,0.0,0.0,0
RGdy,RGdy,RG,RGd,,,,,,1.0,MW,,0.0,D4,60,80,14,59,23,18,11.0,M,1.66,1.6900001,0.17,5.8000002,0.37,8,12,38,12,11,92,38,10,0.0,3.0,2
FRha,FRha,FR,FRh,,,,,,,MW,,0.0,D6,100,150,15,32,23,45,3.0,F,1.49,1.98,0.28,5.5,0.40000001,8,5,8,3,1,16,60,2,0.0,0.0,0
GYpt,GYpt,GY,GYp,,,,,,,MW,,0.0,D2,20,40,3,51,32,17,9.0,M,1.29,1.66,0.14299999,8.1000004,0.34,7,7,30,155,155,100,0,8,13.5,60.299999,3
CMskdy,CMdy,CM,CMd,1.0,25.0,,1.0,1.0,3.0,MW,144.0,0.0,D1,0,20,17,44,36,20,9.0,M,1.25,1.71,2.6440001,5.1999998,2.3199999,13,18,31,9,6,37,27,1,0.0,1.6,1
VRha,VRha,VR,VRe,,,,,,,P,,0.0,D2,20,40,3,20,24,56,3.0,F,1.7,2.04,0.667,7.5,0.69,11,40,69,52,51,100,0,3,2.8,1.0,0
FLeu,FLeu,FL,FLe,,,,1.0,1.0,0.0,MW,,0.0,D3,40,60,13,40,42,18,9.0,M,1.4299999,1.67,0.74299997,7.4000001,1.01,9,14,78,21,21,97,0,2,2.5,1.3,1
LXha,LXha,LX,LXh,,,,,,,MW,,0.0,D7,150,200,12,67,9,24,10.0,M,1.5700001,1.79,0.125,5.9000001,0.40000001,5,4,19,7,7,77,11,2,0.0,0.0,0
ANmo,ANmo,AN,ANm,,,,1.0,1.0,1.0,MW,,0.0,D4,60,80,23,35,40,25,9.0,M,0.85000002,1.78,2.5610001,6.6999998,2.03,15,29,85,21,21,72,0,3,0.0,0.1,1
GLmo,GLmo,GL,GLm,,,,1.0,1.0,1.0,VP,,0.0,D4,60,80,6,26,42,32,5.0,M,1.4400001,1.86,0.55300003,7.1999998,0.58999997,10,23,55,26,25,87,0,5,13.3,0.1,0
PLeu,PLeu,PL,PLe,,,,1.0,1.0,3.0,P,,0.0,D3,40,60,5,20,42,38,4.0,F,1.58,1.91,0.486,5.1999998,0.41999999,8,17,43,14,12,76,25,2,0.0,0.0,0
PLeu,PLeu,PL,PLe,,,,3.0,3.0,3.0,P,,0.0,D4,60,80,4,19,43,38,4.0,F,1.61,1.91,0.44099998,5.4000001,0.41,8,20,47,15,15,82,11,2,0.0,0.0,0
CRra ,CRra ,CR,GLi,,,,2.0,3.0,1.0,P,,2.0,D2,20,40,1,36,49,15,9.0,M,1.39,1.61,1.571,5.8000002,2.5799999,17,17,67,15,14,73,26,2,0.0,0.0,1
CMlekkca,CMca,CM,CMc,1.0,1.0,,,,,MW,168.0,0.0,D1,0,20,5,31,40,29,5.0,M,1.48,1.83,1.164,8.0,1.12,10,17,48,38,38,99,0,3,9.8000002,2.0999999,1
CMskca,CMca,CM,CMc,,3.0,0.0,,,0.0,MW,,0.0,D4,60,80,14,42,37,21,9.0,M,1.5599999,1.73,0.33900002,8.3000002,0.44999999,8,13,59,44,44,100,0,5,19.9,4.9000001,0
GLar,GLar,GL,ARg,,,,,,,P,,0.0,D3,40,60,16,85,9,6,12.0,C,1.5700001,1.34,0.17399999,5.5999999,0.2,11,2,19,1,1,58,2,13,0.0,0.30000001,0
PHlv,PHlv,PH,PHl,,,,1.0,1.0,4.0,MW,,0.0,D6,100,150,4,21,49,30,5.0,M,1.7,1.83,0.26500002,7.0999999,0.55000001,6,19,60,26,26,97,0,1,13.5,0.1,0
HScr,CRhi,CR,HSi,,,,5.0,2.0,,VP,,0.0,D7,150,200,22,69,21,10,11.0,C,0.18000001,1.5,34.514,5.8000002,11.02,18,50,65,44,45,78,1,1,0.0,0.0,0
AR,AR,AR,AR,,,,,,,SE,,,D5,80,100,25,88,5,7,12.0,C,1.49,1.39,0.11799999,6.5,0.17,8,3,39,4,4,86,0,5,0.0,1.3,0
HSfi,HSfi,HS,HSf,,,,3.0,1.0,1.0,VP,,0.0,D3,40,60,25,29,37,34,5.0,M,0.11,1.88,49.579002,4.5,12.93,29,101,57,50,54,69,2,1,0.0,0.0,2
FLkkca,FLca,FL,FLc,1.0,18.0,,,,,MW,161.0,0.0,D1,0,20,11,47,34,19,9.0,M,1.38,1.7,0.90600002,7.9000001,0.93000001,9,13,55,30,30,99,0,4,22.6,0.5,2
RTgl,RTgl,RT,PDg,,,,1.0,1.0,4.0,P,,2.0,D2,20,40,1,34,47,19,9.0,M,1.5700001,1.6900001,0.51100004,5.3000002,0.73000002,8,13,53,11,8,64,27,1,0.0,0.0,0
LVha,LVha,LV,LVh,,,,,,,MW,,0.0,D7,150,200,17,40,36,24,9.0,M,1.72,1.77,0.131,6.9000001,0.38999999,5,12,52,22,22,92,0,3,18.299999,1.5,2
CRra ,CRra ,CR,GLi,,,,3.0,3.0,2.0,P,,2.0,D7,150,200,34,41,32,27,9.0,M,1.67,1.8099999,0.29500002,6.3000002,0.50999999,9,12,42,17,16,80,0,4,0.0,0.0,1
FLdy,FLdy,FL,FLd,,,,,,,MW,,,D2,20,40,9,49,42,9,9.0,M,1.41,1.45,0.77399999,5.5999999,0.99000001,10,7,59,5,4,56,24,1,0.0,0.80000001,1
ARca,ARca,AR,ARc,,,,,,,SE,,0.0,D2,20,40,24,88,6,6,12.0,C,1.53,1.34,0.20699999,8.3000002,0.23,10,4,48,16,16,98,0,3,5.4000001,0.1,0
ANvi,ANvi,AN,ANz,1.0,,,,,,MW,94.0,0.0,D1,0,20,14,53,38,9,11.0,M,0.97000003,1.45,2.595,6.9000001,1.78,14,21,127,24,25,86,0,4,9.3000002,0.1,1
ARqg,ARqg,AR,ARl,,,,1.0,1.0,,MW,,0.0,D6,100,150,9,87,5,8,12.0,C,1.49,1.4299999,0.105,6.1999998,0.1,8,3,33,4,3,85,0,5,0.0,0.0,0
HSfi,HSfi,HS,HSf,,,,5.0,2.0,1.0,VP,,0.0,D6,100,150,4,44,27,29,5.0,M,0.38,1.84,34.489998,4.5,10.69,23,60,73,47,45,67,4,1,0.0,0.0,1
PLdy,PLdy,PL,PLd,,,,,,,P,,0.0,D3,40,60,4,39,24,37,5.0,F,1.48,1.92,0.42800003,5.0,0.36000001,11,14,31,8,8,34,25,3,0.0,0.0,0
PZgl,PZgl,PZ,PZg,,,,2.0,1.0,2.0,P,,0.0,D2,20,40,19,77,18,5,12.0,C,1.42,1.27,1.452,4.6999998,0.82999998,24,8,63,4,2,27,50,1,0.0,0.0,0
HSfi,HSfi,HS,HSf,,,,,,,VP,,3.0,D6,100,150,11,44,27,29,5.0,M,0.34,1.84,26.792002,4.6999998,10.27,29,48,73,51,17,55,4,2,0.0,0.0,1
CMdy,CMdy,CM,CMd,,,,2.0,2.0,4.0,MW,,0.0,D7,150,200,26,48,34,18,9.0,M,1.6,1.6799999,0.31600001,5.4000001,0.51999998,6,9,43,6,5,47,34,3,0.0,14.4,1
CRha,CRha,CR,RGi,3.0,,,4.0,4.0,1.0,MW,35.0,2.0,D1,0,20,24,31,57,12,7.0,M,0.95999998,1.53,12.947001,6.0999999,4.75,24,44,73,30,31,72,0,2,0.0,2.9000001,1
RTgl,RTgl,RT,PDg,,,,5.0,1.0,3.0,P,,0.0,D4,60,80,1,34,40,26,9.0,M,1.7,1.79,0.116,5.3000002,0.20999999,6,15,59,19,11,71,23,2,0.0,0.0,0
PZgl,PZgl,PZ,PZg,,,,1.0,1.0,2.0,P,,2.0,D4,60,80,15,70,24,6,11.0,C,1.6799999,1.3200001,0.50100005,5.3000002,0.17,17,6,58,13,12,55,35,2,0.0,0.0,0
HSsa,HSsa,HS,HSs,,,,1.0,3.0,2.0,VP,,0.0,D7,150,200,21,68,24,8,11.0,C,0.97000003,1.42,12.059,6.1999998,9.3699999,17,37,59,39,44,100,0,18,0.0,0.0,1
UMcm,UMcm,UM,CMu,,,,,,,MW,,0.0,D6,100,150,34,55,34,11,11.0,M,1.45,1.52,0.34900001,6.0,0.54000002,8,11,85,11,9,70,0,1,0.0,6.3000002,0
HSsa,HSsa,HS,HSs,,,,1.0,1.0,2.0,VP,,0.0,D6,100,150,6,36,44,20,9.0,M,0.92000002,1.71,19.458,5.8000002,8.9099998,16,48,79,33,46,76,4,12,0.0,0.0,1
GLum,GLum,GL,GLu,,,,0.0,0.0,0.0,P,,0.0,D3,40,60,12,53,34,13,11.0,M,1.62,1.5700001,0.59499997,5.6999998,0.88,11,12,52,6,6,57,21,3,0.0,0.0,0
SNmo,SNmo,SN,SNm,,,,,,,MW,,0.0,D3,40,60,9,33,33,34,5.0,M,1.58,1.88,0.50300002,8.3999996,0.61000001,7,25,65,66,66,100,0,47,5.9000001,1.1,3
CLha,CLha,CL,CLh,1.0,0.0,0.0,,,0.0,MW,151.0,0.0,D1,0,20,10,39,36,25,9.0,M,1.42,1.78,1.175,8.1000004,1.34,9,18,59,48,48,100,0,3,14.7,0.30000001,1
FLeu,FLeu,FL,FLe,,,,,,,MW,,3.0,D5,80,100,2,36,42,22,9.0,M,1.4,1.74,0.43899998,7.4000001,0.55000001,8,17,77,20,20,89,0,2,5.3000002,0.89999998,2
CMcr,CMcr,CM,CMx,,,,,,,MW,,,D5,80,100,32,35,24,41,3.0,F,1.5,1.95,0.597,6.1999998,0.56999999,10,15,55,21,21,92,0,2,0.0,4.9000001,0
CLpt,CLpt,CL,CLp,,,,,,,MW,,0.0,D4,60,80,33,66,20,14,11.0,C,1.47,1.61,0.345,8.3999996,0.41999999,12,8,53,36,36,100,0,5,47.799999,1.2,2
LXab,LXab,LX,LXa,,,,,,,MW,,0.0,D5,80,100,11,44,18,38,5.0,F,1.58,1.9299999,0.23199999,5.9000001,0.41,7,7,17,5,5,78,6,3,0.0,0.0,0
GLdy,GLdy,GL,GLd,,,,1.0,1.0,1.0,VP,,0.0,D4,60,80,11,23,42,35,5.0,F,1.3099999,1.89,0.189,5.1999998,0.57999998,7,14,39,8,5,47,43,1,0.0,0.0,0
PHgl,PHgl,PH,PHg,1.0,,,1.0,1.0,1.0,P,170.0,3.0,D1,0,20,2,34,38,28,5.0,M,1.3200001,1.8200001,2.244,7.0999999,2.1500001,11,27,78,28,25,87,0,3,2.0999999,0.1,0
FLca,FLca,FL,FLc,,,,1.0,1.0,1.0,MW,,0.0,D4,60,80,3,40,38,22,9.0,M,1.4299999,1.74,0.42300001,8.1000004,0.44,9,14,55,36,36,98,0,5,13.6,1.9,2
HSfi,HSfi,HS,HSf,,,,3.0,1.0,4.0,VP,,0.0,D5,80,100,16,42,28,30,5.0,M,0.17,1.85,48.872002,4.4000001,11.98,21,78,76,40,41,65,12,2,0.0,0.0,2
SCha,SCha,SC,SCh,1.0,,,,,,MW,90.0,0.0,D1,0,20,14,50,26,24,10.0,M,1.45,1.78,0.62,8.1000004,0.76999998,12,18,47,44,44,99,0,39,8.3999996,1.9,14
UMcm,UMcm,UM,CMu,,,,,,,MW,,2.0,D2,20,40,20,43,34,23,9.0,M,1.15,1.76,2.7579999,5.1999998,2.05,13,20,54,9,6,30,43,1,0.0,1.5,1
LVvr,LVvr,LV,LVv,,,,,,,MW,,0.0,D5,80,100,3,28,26,46,3.0,F,1.61,1.98,0.42199999,7.0,0.46000001,8,27,61,29,29,91,0,3,6.3000002,0.1,1
PZgl,PZgl,PZ,PZg,,,,1.0,2.0,2.0,P,,0.0,D5,80,100,16,72,22,6,11.0,C,1.71,1.33,0.168,5.3000002,0.17,14,5,47,4,3,53,20,2,0.0,0.0,0
PHha,PHha,PH,PHh,,,,1.0,1.0,1.0,MW,,0.0,D7,150,200,17,29,42,29,5.0,M,1.6,1.83,0.43600002,6.5,0.64999998,7,14,51,16,16,94,0,1,0.0,0.1,1
CMeu,CMeu,CM,CMe,1.0,,,1.0,1.0,1.0,MW,146.0,0.0,D1,0,20,13,42,38,20,9.0,M,1.37,1.71,1.7290001,6.5999999,1.4400001,12,17,66,18,17,83,0,2,0.0,1.6,2
CLha,CLha,CL,CLh,,,,1.0,1.0,3.0,MW,,0.0,D5,80,100,24,38,35,27,9.0,M,1.5,1.8099999,0.27000001,8.5,0.43000001,7,14,56,56,56,100,0,18,31.200001,1.4,2
